client,label_skew,homophily,largest_component_size,avg_degree,std_degree,loss,accuracy,client_id,num_samples,local_epochs,learning_rate,mu,fit_duration,num_params
client_0,0.8012568171558705,0.8677098150782361,268,10.492537313432836,14.914555781485934,0.15150530636310577,0.8148148148148148,client_0,214,3,0.01,0.01,0.4077939987182617,237446
client_6,11.78659005346697,0.96,93,5.376344086021505,3.5557434335840066,0.034583643078804016,1.0,client_6,74,3,0.01,0.01,0.4052698612213135,237446
client_2,5.190914108309655,0.7786259541984732,161,6.509316770186335,7.872523183346458,0.1547749638557434,0.7878787878787878,client_2,128,3,0.01,0.01,0.3870871067047119,237446
client_7,0.7163549323183452,0.5284552845528455,90,5.466666666666667,3.9530578880996248,0.3340971767902374,0.5,client_7,72,3,0.01,0.01,0.4062774181365967,237446
client_9,0.351970149019537,0.5567010309278351,81,4.790123456790123,3.2611292802170975,0.32691317796707153,0.5294117647058824,client_9,64,3,0.01,0.01,0.3692755699157715,237446
client_5,4.513255048900128,0.8497409326424871,120,6.433333333333334,5.8775467293383175,0.13153396546840668,0.8333333333333334,client_5,96,3,0.01,0.01,0.42627549171447754,237446
client_8,3.365480018330079,0.5581395348837209,83,6.216867469879518,4.301997834492473,0.15102171897888184,0.5882352941176471,client_8,66,3,0.01,0.01,0.35027480125427246,237446
client_3,1.5744923422936095,0.883177570093458,151,5.66887417218543,4.4060792655263405,0.09578762948513031,0.8387096774193549,client_3,120,3,0.01,0.01,0.3992738723754883,237446
client_1,0.4629006636672657,0.49127906976744184,176,7.818181818181818,6.668353781013746,0.47754791378974915,0.7222222222222222,client_1,140,3,0.01,0.01,0.3547539710998535,237446
client_4,7.537220696902089,0.8245614035087719,144,6.333333333333333,4.642796092394707,0.126816526055336,0.7241379310344828,client_4,115,3,0.01,0.01,0.4242846965789795,237446
