client,label_skew,homophily,num_components,largest_component_size,component_sizes,avg_degree,std_degree,feature_prototype,loss,accuracy,client_id,num_samples,local_epochs,learning_rate,mu
client_1,2.166983952079415,0.8167006109979633,1,227,[227],8.651982378854626,12.414200091491349,[0.00440529 0.03083701 0.04405286 ... 0.         0.13156974 0.06622615],0.2284345030784607,0.717391304347826,client_1,181,3,0.01,0.01
client_0,5.9602936522018695,0.9581151832460733,1,379,[379],8.063324538258575,14.854659122799463,[0.00791557 0.00791557 0.01583114 ... 0.         0.08861671 0.        ],0.10400991141796112,0.9868421052631579,client_0,303,3,0.01,0.01
