client,label_skew,homophily,num_components,largest_component_size,component_sizes,avg_degree,std_degree,feature_prototype,loss,accuracy,client_id,num_samples,local_epochs,learning_rate,mu
client_0,5.9602936522018695,0.9581151832460733,1,379,[379],8.063324538258575,14.854659122799463,[0.00791557 0.00791557 0.01583114 ... 0.         0.08861671 0.        ],0.04272565618157387,0.9868421052631579,client_0,303,3,0.01,0.01
client_2,0.42923597048109097,0.6121794871794872,1,189,[189],6.603174603174603,5.951851828334183,[0.01058201 0.01058201 0.01587302 ... 0.14393094 0.22385392 0.07254663],0.2806752324104309,0.7631578947368421,client_2,151,3,0.01,0.01
client_3,3.7620404879326617,0.6,1,165,[165],6.666666666666667,6.003366059170809,[0.         0.01212121 0.01818182 ... 0.         0.17142005 0.        ],0.33438175916671753,0.7272727272727273,client_3,132,3,0.01,0.01
client_4,3.9382603584904325,0.7046413502109705,1,153,[153],6.196078431372549,6.446419509354053,[0.         0.0130719  0.0130719  ... 0.         0.08058067 0.        ],0.22306518256664276,0.8064516129032258,client_4,122,3,0.01,0.01
client_1,2.166983952079415,0.8167006109979633,1,227,[227],8.651982378854626,12.414200091491349,[0.00440529 0.03083701 0.04405286 ... 0.         0.13156974 0.06622615],0.14360231161117554,0.7608695652173914,client_1,181,3,0.01,0.01
