client,label_skew,homophily,largest_component_size,avg_degree,std_degree,loss,accuracy,client_id,num_samples,local_epochs,learning_rate,fit_duration,num_params
client_3,0.0018400351187469917,0.23822222222222222,850,2.6470588235294117,19.549036914657904,1.0660314559936523,0.3235294117647059,client_3,680,3,0.01,0.376615047454834,60037
client_6,0.01762340716603209,0.2072892938496583,226,3.8849557522123894,4.551090917336759,1.4958785772323608,0.17391304347826086,client_6,180,3,0.01,0.34659862518310547,60037
client_2,0.005229368615893284,0.2245430809399478,1080,4.964814814814815,5.705639101651895,1.1594634056091309,0.24074074074074073,client_2,864,3,0.01,0.3676292896270752,60037
client_8,0.012947358321014013,0.19518072289156627,216,3.8425925925925926,3.772861270621084,1.4478217363357544,0.2727272727272727,client_8,172,3,0.01,0.37161827087402344,60037
client_5,0.028114737324186297,0.23918575063613232,259,3.034749034749035,2.9504840638694723,1.4197183847427368,0.2692307692307692,client_5,207,3,0.01,0.1685035228729248,60037
client_9,0.026344727349193575,0.2716049382716049,173,2.8092485549132946,2.1620815306451493,1.4349067211151123,0.2,client_9,138,3,0.01,0.3591194152832031,60037
client_4,0.008382720269687099,0.2275449101796407,461,3.6225596529284165,3.493509749223062,1.3078805208206177,0.20430107526881722,client_4,368,3,0.01,0.3596065044403076,60037
client_7,0.017463636203039083,0.2852852852852853,225,2.96,3.1627273743470905,1.5620261430740356,0.3111111111111111,client_7,180,3,0.01,0.3611176013946533,60037
client_1,0.001959292893321238,0.2149510389300215,1719,9.742873763816172,12.776832177451277,1.1067605018615723,0.24709302325581395,client_1,1375,3,0.01,0.36462903022766113,60037
client_0,0.0004642809963294617,0.21697154471544716,1745,6.766762177650429,8.092235912691233,1.0006364583969116,0.23782234957020057,client_0,1396,3,0.01,0.33611559867858887,60037
