client,label_skew,homophily,largest_component_size,avg_degree,std_degree,loss,accuracy,client_id,num_samples,local_epochs,learning_rate,tau,fit_duration,num_params
client_6,3.563415111299788,0.7953344268270457,961,45.67741935483871,50.80521247848877,3.251037359237671,0.5803108808290155,client_6,768,3,0.01,3,2.989071846008301,49802
client_4,6.788233859693307,0.7091624508150647,1333,53.383345836459114,51.35914984962754,0.9294325113296509,0.2958801498127341,client_4,1066,3,0.01,3,3.058497190475464,49802
client_2,3.868240003780773,0.9360089067967342,1472,51.255434782608695,35.18275227181154,0.419918417930603,0.9186440677966101,client_2,1177,3,0.01,3,3.0251007080078125,49802
client_9,8.11810500381765,0.9986975397973951,746,37.05093833780161,44.4846580828666,0.13043555617332458,0.9866666666666667,client_9,596,3,0.01,3,3.0935170650482178,49802
client_0,1.7884484936334533,0.7199762970766395,1653,36.75257108287961,53.38148046927785,3.748380422592163,0.4078549848942598,client_0,1322,3,0.01,3,3.0086305141448975,49802
client_7,5.844092805753289,0.8192903304475064,805,40.75031055900621,33.81239458917194,1.8312824964523315,0.8633540372670807,client_7,644,3,0.01,3,2.9620859622955322,49802
client_5,2.159585096000168,0.6493109816735332,1141,49.353198948290974,67.42244976014892,3.540881872177124,0.23580786026200873,client_5,912,3,0.01,3,3.0935218334198,49802
client_3,4.580548930863219,0.8543063434760185,1439,97.01737317581654,149.04970829394168,4.289419651031494,0.90625,client_3,1151,3,0.01,3,2.9820802211761475,49802
client_8,4.255661813859261,0.9662406223951098,780,36.91282051282051,36.6541366433633,0.7378183603286743,0.9230769230769231,client_8,624,3,0.01,3,2.968559741973877,49802
client_1,5.79406001689728,0.9273827910916247,1603,100.16718652526512,142.24278576544813,0.3391669988632202,0.5327102803738317,client_1,1282,3,0.01,3,2.812882661819458,49802
